movie_id,title,stripped_title,release_year,imdb_id,date_added
45253f4f-f4d3-4cc1-81d9-d9e1cd3ec426,Shutter Island,shutterisland,2010,tt1130884,2023-03-11 22:07:45.459632
3647c48f-204f-4e53-bdb7-3bfb02d0900e,A Beautiful Mind,abeautifulmind,2001,tt0268978,2023-03-11 22:07:45.460416
bddb5e99-d3c9-4ede-aaab-75151c9c5591,Jurassic Park,jurassicpark,1993,tt0107290,2023-03-11 22:07:45.461312
029d3b41-6f8f-4ac2-b45a-d3c81b7b9562,Yojimbo,yojimbo,1961,tt0055630,2023-03-11 22:07:45.462146
04edcf74-a796-43d8-a9f4-917c57c54ed5,The Treasure of the Sierra Madre,thetreasureofthesierramadre,1948,tt0040897,2023-03-11 22:07:45.462986
0aa4f9cd-2512-48a9-94da-038412e91bba,Monty Python and the Holy Grail,montypythonandtheholygrail,1975,tt0071853,2023-03-11 22:07:45.463828
e3fc825c-9e32-451d-b046-ec254a47a52d,No Country for Old Men,nocountryforoldmen,2007,tt0477348,2023-03-11 22:07:45.464629
e478bb07-9308-40ee-989c-c51ecded3988,The Great Escape,thegreatescape,1963,tt0057115,2023-03-11 22:07:45.465448
b6dd0c4f-e700-44a8-bfd6-c6195a03a272,Kill Bill: Vol. 1,killbillvol1,2003,tt0266697,2023-03-11 22:07:45.466357
c1fead47-f1cc-4fd8-9f9d-935b028d928c,Rashomon,rashomon,1950,tt0042876,2023-03-11 22:07:45.467202
56066cb0-fa1b-4b23-8b5f-6edb77595d2f,Spider-Man: No Way Home,spidermannowayhome,2021,tt10872600,2023-03-11 22:07:45.468098
fa1acf2b-a912-4519-9eb0-4ab7b20029ea,The Thing,thething,1982,tt0084787,2023-03-11 22:07:45.468937
1f039c59-239c-43ee-be07-f4237f168e77,Finding Nemo,findingnemo,2003,tt0266543,2023-03-11 22:07:45.469732
a3ad5b43-f56d-429c-a543-1d289567d1b6,The Elephant Man,theelephantman,1980,tt0080678,2023-03-11 22:07:45.470478
7174d717-4a03-477f-883a-c2d51012530f,Chinatown,chinatown,1974,tt0071315,2023-03-11 22:07:45.471230
56593c05-61ac-423b-ae1f-567b92dee65a,Raging Bull,ragingbull,1980,tt0081398,2023-03-11 22:07:45.472022
175b6455-bcf3-4732-8d3b-911e4f522955,V for Vendetta,vforvendetta,2005,tt0434409,2023-03-11 22:07:45.472792
246a3309-b763-4eb0-ae7d-e49f61d9d467,Gone with the Wind,gonewiththewind,1939,tt0031381,2023-03-11 22:07:45.473577
012db37b-d95f-47dd-9338-58961e78685b,"Lock, Stock and Two Smoking Barrels",lockstockandtwosmokingbarrels,1998,tt0120735,2023-03-11 22:07:45.474451
6e2e52f7-0d31-4809-8128-e13ba62b691c,Inside Out,insideout,2015,tt2096673,2023-03-11 22:07:45.475265
8b424563-12bf-48d1-875f-6807eac0c8e3,Dial M for Murder,dialmformurder,1954,tt0046912,2023-03-11 22:07:45.476045
5a9c42ab-77b3-420e-954c-f90498f3a0c5,The Secret in Their Eyes,thesecretintheireyes,2009,tt1305806,2023-03-11 22:07:45.476834
7e15b69b-87e3-4790-aaf9-b16cfef5079f,Howl's Moving Castle,howlsmovingcastle,2004,tt0347149,2023-03-11 22:07:45.477881
db54e0b8-4c72-400e-9eda-563233f47f55,"Three Billboards Outside Ebbing, Missouri",threebillboardsoutsideebbingmissouri,2017,tt5027774,2023-03-11 22:07:45.478648
8c2c26a8-9c7c-4f3c-b9b0-255fd560720e,The Bridge on the River Kwai,thebridgeontheriverkwai,1957,tt0050212,2023-03-11 22:07:45.479431
e00fb180-9d7d-4391-b8ca-945ad774a529,Trainspotting,trainspotting,1996,tt0117951,2023-03-11 22:07:45.480205
1af2acd4-b280-430f-b2f8-18fcb7718511,Prisoners,prisoners,2013,tt1392214,2023-03-11 22:07:45.480975
faea90be-9db8-412f-bcbf-e6d7f0249ce2,Warrior,warrior,2011,tt1291584,2023-03-11 22:07:45.481792
a69da1f2-6dca-46c4-b750-601990ddb82b,Fargo,fargo,1996,tt0116282,2023-03-11 22:07:45.482632
e19d3613-f080-4222-b7d0-001c17f18f9d,Gran Torino,grantorino,2008,tt1205489,2023-03-11 22:07:45.483457
fcdb571e-4387-4545-a2f4-f18963bba0cc,My Neighbor Totoro,myneighbortotoro,1988,tt0096283,2023-03-11 22:07:45.484230
63bbd7ac-3677-4f49-b0cf-8a3e32d0a10d,Catch Me If You Can,catchmeifyoucan,2002,tt0264464,2023-03-11 22:07:45.485018
1e0a8155-b778-4255-9add-8fe7178f4359,Million Dollar Baby,milliondollarbaby,2004,tt0405159,2023-03-11 22:07:45.485784
004b9d6a-7734-4886-977a-a4fcf0b352b3,Children of Heaven,childrenofheaven,1997,tt0118849,2023-03-11 22:07:45.486582
588169cf-aea7-4be0-bb40-32ae7305b53c,Blade Runner,bladerunner,1982,tt0083658,2023-03-11 22:07:45.487363
2e1674bb-e664-4be7-a558-b19a6dc0d529,The Gold Rush,thegoldrush,1925,tt0015864,2023-03-11 22:07:45.488137
b7fd1b23-b00f-46e2-b97a-2d393281b06e,Klaus,klaus,2019,tt4729430,2023-03-11 22:07:45.488901
53892d3d-eae7-4016-975c-49ecec482f85,Before Sunrise,beforesunrise,1995,tt0112471,2023-03-11 22:07:45.489669
4dcc62af-b820-4767-bae4-3ea288969b58,Harry Potter and the Deathly Hallows: Part 2,harrypotterandthedeathlyhallowspart2,2011,tt1201607,2023-03-11 22:07:45.490506
ada5185b-9669-40d7-a3ed-30ef22877a79,12 Years a Slave,12yearsaslave,2013,tt2024544,2023-03-11 22:07:45.491293
6cdb9e11-5637-4b6d-a7b0-e3070fa46896,On the Waterfront,onthewaterfront,1954,tt0047296,2023-03-11 22:07:45.492077
c0f2370f-be17-451c-8107-b7569736b3bf,Ben-Hur,benhur,1959,tt0052618,2023-03-11 22:07:45.492844
b7ecce96-29ac-4ff0-8d12-6c88b1d0d137,The Grand Budapest Hotel,thegrandbudapesthotel,2014,tt2278388,2023-03-11 22:07:45.493630
00d7164a-d14b-4675-962f-51fe6cb66b3e,Gone Girl,gonegirl,2014,tt2267998,2023-03-11 22:07:45.494395
09e54c59-c6f0-46b5-a1d7-5e87464cb279,Wild Strawberries,wildstrawberries,1957,tt0050986,2023-03-11 22:07:45.495159
acd2d3a1-f1a5-44d0-8ccc-f15a8bab89b7,The General,thegeneral,1926,tt0017925,2023-03-11 22:07:45.495908
865ae1cf-3a93-4408-a78a-e305b1005978,The Third Man,thethirdman,1949,tt0041959,2023-03-11 22:07:45.496657
6079604d-8501-40c8-8c75-47fb522d2ae6,In the Name of the Father,inthenameofthefather,1993,tt0107207,2023-03-11 22:07:45.497429
6df2c8ce-446c-4103-9724-029ceb8156f4,Barry Lyndon,barrylyndon,1975,tt0072684,2023-03-11 22:07:45.498222
45f8b57a-2707-4993-80bc-c266ccf76aa1,The Deer Hunter,thedeerhunter,1978,tt0077416,2023-03-11 22:07:45.499004
0eaa5e98-d678-4aa4-9f5f-e548aeccc8ce,Hacksaw Ridge,hacksawridge,2016,tt2119532,2023-03-11 22:07:45.499760
