clue_id,movie_id,category_id,clue_text,spoiler,date_created
42940061-78c9-47f4-ad7c-319032a4e115,8665eb4b-54e2-485f-97bd-af48da931022,2,"A woman who is mad at her husband destroys some of the plates in her house, he hits her with his belt a couple of times and eventually corners her in the bathroom, and beats her up offscreen. Nothing is shown, but you can hear her scream and cry.",true,2023-03-11 22:08:08.245208
b5475bfe-3d5d-4572-b678-28c666015458,8665eb4b-54e2-485f-97bd-af48da931022,2,"A man gets into a brutal fistfight while children are watching. One of the opponents brutally bashes and kicks the other guy until he's unconscious. He also bites his hand, throws a garbage can over him and finishes by kicking him in the face.",true,2023-03-11 22:08:08.245764
8924662e-ce0a-42e1-9427-b55a86a1a04a,8665eb4b-54e2-485f-97bd-af48da931022,2,A man dies of a heart attack. This can be upsetting for some.,true,2023-03-11 22:08:08.246245
b394ea3c-1b07-4dd2-87fb-9c93c4ed0e1d,8665eb4b-54e2-485f-97bd-af48da931022,2,There is a montage where many people are killed with some blood shown. Not too graphic but somewhat disturbing.,true,2023-03-11 22:08:08.246823
96c71c84-5ac4-4e65-82a6-90e99c16b177,8665eb4b-54e2-485f-97bd-af48da931022,2,"A man is brutally gunned down by machine guns. Some blood sprays, he is screaming throughout the sequence. At the end his whole body is littered with bullet holes and there's some blood on him. He is then shot a few more times while he's dead. Some blood is shown but not too graphic.",true,2023-03-11 22:08:08.247303
1711d2f8-e4b7-43fc-a8c8-2fc403286fcc,8665eb4b-54e2-485f-97bd-af48da931022,2,"A man wakes up in his bed to find blood on his bedsheets. He begins to panic, removes his quilt and sees the severed head of a horse in his bed, causing him to scream in horror. Blood completely soaks the bed and the pyjamas he is wearing.",true,2023-03-11 22:08:08.247842
3eab2866-9221-4907-9b8b-8f2f5fe90034,8665eb4b-54e2-485f-97bd-af48da931022,2,"A man is strangled to death in a car, lasts for thirteen seconds. He kicks through the windshield while struggling.",true,2023-03-11 22:08:08.248699
9a93a761-d4cf-4aa8-8e84-6af148268e4f,8665eb4b-54e2-485f-97bd-af48da931022,5,"Apollonia, a Sicilian girl who has married Sicilian American mafioso Michael, is blown up in a car bombing, intended for her husband, who screams attempting to stop her from getting inside the Alfa Romeo 6C 2500 as he realises the threat. As he shouts her name, the car explodes with a loud bang. This scene is shocking and very sad, especially as she had nothing at all to do with the Mob or her husband's business.",true,2023-03-11 22:08:08.249231
5a3dbacf-7512-4f96-b389-262a11b832d5,8665eb4b-54e2-485f-97bd-af48da931022,5,Sonny's death and his father's reaction are intense and sad.,true,2023-03-11 22:08:08.249693
eb14c591-9db2-49fb-a417-1a971515a58d,8665eb4b-54e2-485f-97bd-af48da931022,5,"One very famous scene has a character waking up to find his bed full of blood and, while removing the sheet, he discovers the severed head of his stallion (which was an actual horse's head). He screams repeatedly in a very dramatic sequence.",true,2023-03-11 22:08:08.250145
37e1b742-6e1f-491d-9a11-b35411dd7ee9,e84fd6c0-acc4-4fe0-8b1e-11537984a673,1,During an evening meal a woman wears a very low dress,false,2023-03-11 22:08:08.523511
ff420503-25f4-45fd-a510-bcaef2f02a4b,e84fd6c0-acc4-4fe0-8b1e-11537984a673,1,On a sailboat several women in the background are wearing bikinis,false,2023-03-11 22:08:08.527116
f97aff68-1c4f-4ee2-aaac-9bb47c6e7ee0,e84fd6c0-acc4-4fe0-8b1e-11537984a673,1,No nudity,false,2023-03-11 22:08:08.529426
ff39de87-154f-4c4a-ade9-f869bf06e10d,e84fd6c0-acc4-4fe0-8b1e-11537984a673,1,"Bruce Wayne walks in on a couple that is about to have sex, and when he opens a secret passage to the batcaves, the couple assumes that it is a safe room where they can do it in private. Played for laughs and very subtle.",false,2023-03-11 22:08:08.531634
80c48959-f293-4daa-9e73-0d907e1d499b,e84fd6c0-acc4-4fe0-8b1e-11537984a673,2,"There are extremely pervasive and frightening moments of menace, and threats, primarily by the main antagonist of The Joker, who wears horrific clown make-up to scare people and to hide the graphic scars on his cheeks.",false,2023-03-11 22:08:08.533356
b572992d-a876-4cc7-9911-f8d916e2ee57,e84fd6c0-acc4-4fe0-8b1e-11537984a673,2,It is implied that the Joker has the remaining mob boss killed and fed to his own dogs before taking his place.,false,2023-03-11 22:08:08.534861
3809e62c-62b7-4d2c-877e-13a8a8366344,e84fd6c0-acc4-4fe0-8b1e-11537984a673,2,Two-Face hits a girl when deciding not to kill her.,false,2023-03-11 22:08:08.536282
59717ecc-6786-4a23-abaf-7d0eedf31cea,e84fd6c0-acc4-4fe0-8b1e-11537984a673,2,"As Batman is fighting the Joker and his henchmen, the Joker has a hidden knife blade in the toe of his shoe witch he uses to kick Batman in the rib the scene. This then cuts to Batman shouting in pain before throwing the Joker to the floor.",false,2023-03-11 22:08:08.537740
